phi_center,psi_center,n,n_structures,k_empirical_secant,ci_lo,ci_hi,ci_width,k_amber_ff14SB_verified,delta_k,well_supported,ci_excludes_amber
-135.0,15.0,847,768,-0.1769970430691675,-0.2355965192297033,-0.12247744885672503,0.11311907037297826,-11.183261439991469,11.006264396922301,True,True
-135.0,25.0,815,759,-0.24461002269080565,-0.3067046647312231,-0.18620787224020363,0.12049679249101947,-11.183261439991469,10.938651417300663,True,True
-135.0,35.0,672,617,-0.3519285679783909,-0.4126547497865589,-0.288279704023732,0.12437504576282693,-11.183261439991469,10.831332872013078,True,True
-135.0,45.0,530,500,-0.3846250169494252,-0.4580384834436955,-0.31359676436474065,0.14444171907895487,-11.183261439991469,10.798636423042044,True,True
-135.0,55.0,745,687,-0.4922569117474638,-0.5530089461312465,-0.429385355524053,0.12362359060719352,-11.183261439991469,10.691004528244004,True,True
-135.0,65.0,1171,1036,-0.4536205762897395,-0.503579251643091,-0.4039945644215653,0.09958468722152575,-11.183261439991469,10.729640863701729,True,True
-135.0,75.0,1270,1124,-0.203685201813674,-0.2545803131430306,-0.153118697391467,0.1014616157515636,-11.183261439991469,10.979576238177795,True,True
-135.0,85.0,1079,961,0.16447120387791073,0.09986722735557091,0.227018133337305,0.1271509059817341,-11.183261439991469,11.34773264386938,True,True
-135.0,95.0,1082,974,0.5449709584096912,0.47845602349634625,0.6151512160905458,0.13669519259419954,-11.183261439991469,11.72823239840116,True,True
-135.0,105.0,1959,1639,0.9244220319223642,0.8679163502878908,0.9795550800093278,0.11163872972143696,-11.183261439991469,12.107683471913834,True,True
-135.0,115.0,4122,2849,1.275027169081727,1.2366275735045127,1.312643952336837,0.07601637883232426,-11.183261439991469,12.458288609073197,True,True
-135.0,125.0,9667,4653,1.471785892252293,1.4461752593973394,1.496854786958262,0.050679527560922644,-11.183261439991469,12.655047332243761,True,True
-135.0,135.0,14392,5534,1.5140974891920778,1.4908958680164874,1.5357249579473493,0.044829089930861876,-11.183261439991469,12.697358929183547,True,True
-135.0,145.0,13929,5451,1.5047424043388595,1.482350798076559,1.527460821399069,0.04511002332251013,-11.183261439991469,12.688003844330328,True,True
-135.0,155.0,14024,5584,1.4539532141670986,1.4313593707055559,1.475713818628032,0.044354447922476226,-11.183261439991469,12.637214654158567,True,True
-135.0,165.0,8464,4579,1.3582238188874252,1.3314698842351618,1.3825376282882793,0.051067744053117536,-11.183261439991469,12.541485258878893,True,True
-135.0,175.0,2697,2106,1.1892443546523572,1.1487396308178761,1.2307625949729653,0.08202296415508914,-11.183261439991469,12.372505794643827,True,True
-125.0,-175.0,807,739,1.1158826366221901,1.0453817969138286,1.1877031413068606,0.142321344393032,-13.731125962142718,14.847008598764909,True,True
-125.0,-165.0,392,374,1.054024091265243,0.9549757835610834,1.1561270520040752,0.2011512684429918,-13.731125962142718,14.78515005340796,True,True
-125.0,-155.0,211,209,0.822714505975607,0.6926446380322676,0.953414853367884,0.2607702153356164,-13.731125962142718,14.553840468118326,True,True
-125.0,-145.0,127,127,0.6767742967800014,0.5550631127822372,0.8084878871057538,0.2534247743235166,-13.731125962142718,14.40790025892272,True,True
-125.0,-135.0,97,96,0.5459704696295077,0.4068263971164241,0.6788216440057157,0.27199524688929155,-13.731125962142718,14.277096431772225,False,True
-125.0,-125.0,87,87,0.4462890555913365,0.3038678182129968,0.5985970688706165,0.2947292506576197,-13.731125962142718,14.177415017734054,False,True
-125.0,-115.0,68,67,0.5334405894133712,0.3788827529318781,0.6870798206912222,0.3081970677593441,-13.731125962142718,14.26456655155609,False,True
-125.0,-105.0,81,79,0.5453445186535257,0.409297458844031,0.6818605873980627,0.27256312855403164,-13.731125962142718,14.276470480796243,False,True
-125.0,-95.0,86,85,0.5952390594601024,0.4725682320442462,0.7383951672557848,0.2658269352115386,-13.731125962142718,14.32636502160282,False,True
-125.0,-85.0,106,104,0.4272821810801534,0.3046797929219178,0.5517018803008519,0.24702208737893405,-13.731125962142718,14.158408143222871,True,True
-125.0,-75.0,119,118,0.23669966955142735,0.12669348096944663,0.3400713506030656,0.21337786963361896,-13.731125962142718,13.967825631694145,True,True
